username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta
isis_xxz15,isis_xxz15,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,isis_xxz15 0 0 689 689 54 54 Isis Vitória 💍 Isis Vitória 💍,0,0,689,,False,Pública
iizaquiel.93,iizaquiel.93,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,21,iizaquiel.93 0 0 310 310 400 400 zk~,0,0,310,,False,Pública
princesa_nazario.tkd,princesa_nazario.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,"princesa_nazario.tkd 413 413 803 803 702 702 Princesa Nazário TKD 37Y sub40 2•Dan Árbitra nacional de kyorugui, poomsae e paratkd ! Casada com árbitro Michel Nazário Mãe do atleta... mais 37Y sub40 2•Dan Árbitra nacional de kyorugui, poomsae e paratkd ! Casada com árbitro Michel Nazário Mãe do atleta ... mais mais cursos Confraternização Brasileiro poom Olesc Maravilha cursos Confraternização Brasileiro poom Olesc Maravilha",413,413,803,https://www.threads.com/@princesa_nazario.tkd?xmt=AQF0Z1-4fciQODiBxmjm4z2UqgPfkTyLygGXaPEH2nSlBX0,False,Pública
mestre_rafabrasil,mestre_rafabrasil,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,mestre_rafabrasil 238 238 1.046 1.046 1.095 1.095 Rafa Brasil Educador Físico. Mestre 4° Dan de TAEKWONDO . Prof°.Secretaria de Esportes de São Sebastião. Instrutor Projeto Buscapé ... mais Rafa Brasil Educador Físico. Mestre 4° Dan de TAEKWONDO . Prof°.Secretaria de Esportes de São Sebastião. Instrutor Projeto Buscapé ... mais Educador Físico. Mestre 4° Dan de TAEKWONDO . Prof°.Secretaria de Esportes de São Sebastião. Instrutor Projeto Buscapé ... mais mais Graduação 2024 Graduação 2024 Figth Open 2024 Jogos Regionais Festival Ilha Graduação 2024 Figth Open 2024 Jogos Regionais Festival Ilha,238,238,1046,,False,Pública
gabrielatkd_,gabrielatkd_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,15,"gabrielatkd_ 10 10 909 909 567 567 Gabriela Oliveira Atleta ⁰²'⁰¹ 🪫 • Ｔａｅｋｗｏｎｄｏ • 𝖰𝗎𝖺𝗇𝖽𝗈 𝗎𝗆𝖺 𝗉𝖾𝗌𝗌𝗈𝖺 𝖼𝖺𝗎𝗌𝖺 𝗎𝗆𝖺 𝖽𝗈𝗋, 𝗏𝗈𝖼ê 𝗏𝗈𝗅𝗍𝖺 𝗆𝗂𝗅 𝗏𝖾𝗓𝖾𝗌 𝗆𝖾𝗅𝗁𝗈𝗋. g 태권도 📍 g 태권도 📍",10,10,909,https://www.threads.com/@gabrielatkd_?xmt=AQF0u4QTIRK0RCQyH4TptCYOl1a9yflUrULDcSnLx8HsyUs,False,Pública
adriana_kirsten,adriana_kirsten,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,adriana_kirsten 4 4 234 234 596 596 Adriana Kirsten,4,4,234,https://www.threads.com/@adriana_kirsten?xmt=AQF028hmlLFORDMs-CTu3OHTLHCRyXPTq6TxQRqm-zXoqTw,False,Pública
arthurcimeno08__,arthurcimeno08__,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,arthurcimeno08__ 1 1 229 229 271 271 arthur cimeno 🦍 🫂 🫥🫥 🦍 🫂 🫥🫥,1,1,229,https://www.threads.com/@arthurcimeno08__?xmt=AQF0dzFKRNEulNEicot3Xyiv9GySSMUdqLnnNNYKawXu7wE,False,Pública
rscamilo.insta,rscamilo.insta,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,rscamilo.insta 4 4 303 303 392 392 Ricardo Camilo Em busca de aprendizado e desenvolvimento. Pai do menino mais especial do mundo.,4,4,303,https://www.threads.com/@rscamilo.insta?xmt=AQF0dsYWdzeU93Z967E-rV8NtbjVGpG322neEVUtJjoUt2A,False,Pública
aryelsampaio,aryelsampaio,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,aryelsampaio 145 145 772 772 1.828 1.828 Aryel Sampaio viver Brasil @arys.ilu Aquele show! a vida por Aí viver Brasil @arys.ilu Aquele show! a vida por Aí,145,145,772,https://www.threads.com/@aryelsampaio?xmt=AQF0okbWk6tOeAVRJsRT4CMtYA-Xux9AP4XB-ESglk8j7BY,False,Pública
guiixz._0,guiixz._0,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,guiixz._0 2 2 131 131 120 120 luís Mídia @tkd.gui_ Romanos 8:31 ✈️ 😷 ✈️ 😷,2,2,131,https://www.threads.com/@guiixz._0?xmt=AQF0QSEHvlN-AS-kiFsKIrtEnhGHD-T3OCI_hI9L-_sBmDI,False,Pública
rafaelrstkd,rafaelrstkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,rafaelrstkd 241 241 1.087 1.087 1.941 1.941 Rafael Rodriguez Sant'Ana,241,241,1087,,False,Pública
ctmaioliteam,ctmaioliteam,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,15,"ctmaioliteam 119 119 550 550 521 521 CT MAIOLI TEAM 🥋💪🏼 🥋 Charlles Maioli 👥️ Kids, infantil e adulto 🏆 Taekwondo marcial e competitivo 📍 CT Maioli Team - Rua Benedito... mais 🥋 Charlles Maioli 👥️ Kids, infantil e adulto 🏆 Taekwondo marcial e competitivo 📍 CT Maioli Team - Rua Benedito ... mais mais Equipe Maioli T. Informações Alunos TikTok Parceiros Open Estadual Mídias sociais C. Estadual Adulto Infantil Maioli Team TKD Exame de Faixa Aniversariantes Curiosidades Equipe Maioli T. Informações Alunos TikTok Parceiros Open Estadual Mídias sociais C. Estadual Adulto Infantil Maioli Team TKD Exame de Faixa Aniversariantes Curiosidades",119,119,550,https://www.threads.com/@ctmaioliteam?xmt=AQF04-LWUBG8V9bpqCStkUyplfbjGvfrKx3PjIdtLDrGTHY,False,Pública
jackson_cappi_luz,jackson_cappi_luz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,jackson_cappi_luz 352 352 250 250 321 321 Jackson Cappi Da Luz,352,352,250,https://www.threads.com/@jackson_cappi_luz?xmt=AQF0BkVKk_v1kMl03_aRVYvEC1U2XKEqAiCJWzSOtSrANGI,False,Pública
valeriarodrigues.bra,valeriarodrigues.bra,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,Valeria Rodrigues dos Santos valeriarodrigues.bra 497 497 7.260 7.260 1.055 1.055 Atleta Militar Rest time fun times Tours treinos Competições Militar Rest time fun times Tours treinos Competições,497,497,7260,https://www.threads.com/@valeriarodrigues.bra?xmt=AQF0pN5YzUxFQF3u65y3RKrbPgQeAvQnnEBa4pV_uhnLyec,False,Pública
yagocunhatkd,yagocunhatkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,yagocunhatkd 160 160 547 547 513 513 Yago Cunha de Azevedo ... mais mais,160,160,547,,False,Pública
fabiomescouto,fabiomescouto,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,fabiomescouto 74 74 885 885 885 Fábio Mescouto Advogado 🇧🇷🇨🇱🇦🇷🇺🇾🇨🇴🇲🇽🇺🇸🇩🇴🇫🇷🇳🇱🏴󠁧󠁢󠁥󠁮󠁧󠁿🇨🇿🇪🇬🇦🇪🇶🇦🇮🇹🇻🇦🇩🇪 🇪🇸🇲🇦🇵🇹 🇵🇪🇵🇾🇬🇷🇹🇷🇭🇷🇸🇮 Fábio Mescouto Advogado 🇧🇷🇨🇱🇦🇷🇺🇾🇨🇴🇲🇽🇺🇸🇩🇴🇫🇷🇳🇱🏴󠁧󠁢󠁥󠁮󠁧󠁿🇨🇿🇪🇬🇦🇪🇶🇦🇮🇹🇻🇦🇩🇪 🇪🇸🇲🇦🇵🇹 🇵🇪🇵🇾🇬🇷🇹🇷🇭🇷🇸🇮,74,74,885,,False,Pública
joabebento,joabebento,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,12,"joabebento 2.247 2.247 19,6 mil 19,6 mil 4.496 4.496 Joabe De Jesus Atleta MIRAI MG 🔁JF🔄 RJ 🇧🇷 🥉 Rio Open Internacional 🥉🥈Brasileiro 🥇🥈Copa do Brasil 🥈🥈 Copa ... mais MIRAI MG 🔁JF🔄 RJ 🇧🇷 🥉 Rio Open Internacional 🥉🥈Brasileiro 🥇🥈Copa do Brasil 🥈🥈 Copa ... mais mais youtube.com/shorts/mRmsOCRPqQ0?si=pt3Pzj_ggApS1cQg e mais 1 Rio de janeiro Parceria Parceria Parceria Parceria Parceria Parceria Parceria Parceria São Paulo SP Juiz de Fora MG Brasília DF Goiás Simão Pereira MG Rio de janeiro Parceria São Paulo SP Juiz de Fora MG Brasília DF Goiás Simão Pereira MG",2247,2247,19600,https://www.threads.com/@joabebento?xmt=AQF00qWu7jjSn523KDtzB-5NfyiQDYNQOvBLPFLXDnTaBtI,False,Pública
_sadi.tkd,_sadi.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,18,_sadi.tkd 3 3 1.185 1.185 600 600 𝔰𝔞𝔡𝔦 Atleta SELEÇÃO CATARINENSE 25’ 𝔰𝔞𝔡𝔦 Atleta SELEÇÃO CATARINENSE 25’ ㅤ,3,3,1185,,False,Pública
constancetkdchile,constancetkdchile,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"constancetkdchile 205 205 2.979 2.979 2.648 2.648 Constance Bahamondes Coach ... mais mais wa.me/56938969797 Brasil México Ayacucho, Perú Lima, Perú Sucre, Bolivia USA Calfun TKD 🥰 Poomsae Brasil México Ayacucho, Perú Lima, Perú Sucre, Bolivia USA Calfun TKD 🥰 Poomsae",205,205,2979,https://www.threads.com/@constancetkdchile?xmt=AQF0Vq_VyGv6MIOBkGvJH2xW4NTyVmC0GNL5jjKojoYTW70,False,Pública
thai_tkd,thai_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,thai_tkd 9 9 520 520 151 151 Thairone Barbosa 【 '-'】 【 '–'】 【'—' 】 【'~' 】 • 2005 🥋🥇 ✈ BRA MG/SP 💍,9,9,520,https://www.threads.com/@thai_tkd?xmt=AQF0sq0d9fy7x8DTSkC_8ED6XNOpjjflFGdnZ3ayoSTyQXY,False,Pública
lucenando.com.a.julia,lucenando.com.a.julia,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,lucenando.com.a.julia 83 83 166 166 226 226 Ju,83,83,166,,False,Pública
_tiagotkd_,_tiagotkd_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,_tiagotkd_ 33 33 1.144 1.144 439 439 SANTOS 🇧🇷🇲🇽 Brasileiro 🥇 🥈 Grand slan 🥈🥉🥇 Estadual 4x🥇 Mundial 🥈... mais SANTOS 🇧🇷🇲🇽 Brasileiro 🥇 🥈 Grand slan 🥈🥉🥇 Estadual 4x🥇 Mundial 🥈... mais 🇧🇷🇲🇽 Brasileiro 🥇 🥈 Grand slan 🥈🥉🥇 Estadual 4x🥇 Mundial 🥈 ... mais mais os de vdd 🇲🇽 🇧🇷🥋🇰🇷 gymnasiade2023 os de vdd 🇲🇽 🇧🇷🥋🇰🇷 gymnasiade2023,33,33,1144,,False,Pública
geisielsilva.tkd,geisielsilva.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,75,geisielsilva.tkd 44 44 1.037 1.037 997 997 Geisiel Silva ... mais mais,44,44,1037,,False,Pública
marcelomelotkd,marcelomelotkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,marcelomelotkd 158 158 5.806 5.806 4.478 4.478 Marcelo Melo Atleta 🥋Atleta/Prof 👨🏽‍⚕️Fisioterapeuta 📚Pós graduando em Fisioterapia Esportiva e Ortopedia 🏆Multimedalhista Nacional... mais 🥋Atleta/Prof 👨🏽‍⚕️Fisioterapeuta 📚Pós graduando em Fisioterapia Esportiva e Ortopedia 🏆Multimedalhista Nacional ... mais mais abrir.link/GpYcP JEB’s JEJS Fisio ⚕️ Taekwondo Estágio ⚕️ JEB’s JEJS Fisio ⚕️ Taekwondo Estágio ⚕️,158,158,5806,https://www.threads.com/@marcelomelotkd?xmt=AQF0MX_e-qtcJWBJ1I2I7L3XtKV2bCNPA0g7dSmEm-3R18E,False,Pública
murgia_tkd,murgia_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,15,murgia_tkd 40 40 1.320 1.320 596 596 Davi Ramos Murgia Seleção brasileira 25 22° ranking mundial 25 mundial GP 🥈 pan 25🥋 s... mais Seleção brasileira 25 22° ranking mundial 25 mundial GP 🥈 pan 25🥋 s ... mais mais CHILE🇨🇱 C.R.SD rio Open pan 25 Gran Slan copa do Brasil Brasileiro 2024 CHILE🇨🇱 C.R.SD rio Open pan 25 Gran Slan copa do Brasil Brasileiro 2024,40,40,1320,https://www.threads.com/@murgia_tkd?xmt=AQF0RqPOcV_aXMXjsF3nX90Zv0-diTjL9JWYCCtkqMK2re8,False,Pública
vinicius.lopes.tkd,vinicius.lopes.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,13,vinicius.lopes.tkd 75 75 1.588 1.588 316 316 Vinícius Lopes Atleta 🥋 Faixa Preta 🏆 Atleta de TAEKWONDO 🌳 Live in Campina Grande/ Paraiba globoplay.globo.com/v/10065501 Paris Holanda Brasil USA Linha do Tempo Paris Holanda Brasil USA Linha do Tempo,75,75,1588,,False,Pública
lotushapkido,lotushapkido,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,14,youtu.be/3ZKHnFqbaDM lotushapkido 92 92 1.052 1.052 804 804 Hapkido - Lótus 🇰🇷 합기도 Empresa local Treino de Hapkido Segunda e Quarta às 20:30-21:45 Teoria Curiosidades Treinos Alunos - Lótus Teoria Curiosidades Treinos Alunos - Lótus,92,92,1052,,False,Pública
caio.k_tkd,caio.k_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,caio.k_tkd 1 1 289 289 472 472 caio_tkd Atleta 👽 tkd 👽 tkd,1,1,289,,False,Pública
darvison,darvison,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,17,darvison 8 8 267 267 4.964 4.964 Marcos Darvison Deus acima de tudo taekwondo campeonato estadua🥉🥉 💍.N.so dela,8,8,267,https://www.threads.com/@darvison?xmt=AQF0ofSIuS6TPwmTg9-6P-qrTzcdgiKLLJvvbHMlbburk0g,False,Pública
gustavotruppel,gustavotruppel,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,gustavotruppel 240 240 1.794 1.794 1.332 1.332 Gustavo Truppel ... mais mais Brasil 🇧🇷 México 🇲🇽 II Itália 🇮🇹 Suíça 🇨🇭 França 🇫🇷 Portugal 🇵🇹 Vaticano 🇻🇦 Espanha 🇪🇸 Itália 🇮🇹 R. Dom 🇩🇴 Brasil 🇧🇷 México 🇲🇽 II Itália 🇮🇹 Suíça 🇨🇭 França 🇫🇷 Portugal 🇵🇹 Vaticano 🇻🇦 Espanha 🇪🇸 Itália 🇮🇹 R. Dom 🇩🇴,240,240,1794,https://www.threads.com/@gustavotruppel?xmt=AQF0yyKGHPmNOqovtgMec1NooaWG8nUrW5zFDhN439-mtwg,False,Pública
andreia.ferr_,andreia.ferr_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,16,andreia.ferr_ 5 5 146 146 233 233 Andreia Ferreira,5,5,146,https://www.threads.com/@andreia.ferr_?xmt=AQF0trLyvRIyZCEVcwJEfwTh42tNAbuglT3v4H0wQWnjMFQ,False,Pública
tkd.jacob,tkd.jacob,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,6,tkd.jacob 1 1 1.070 1.070 798 798 Jacob 💍.,1,1,1070,https://www.threads.com/@tkd.jacob?xmt=AQF0XLjMA4EeqKJbYDbTxBHU9wJIWspg2GUsNHqv7ObZNxk,False,Pública
erickzinho_tkd,erickzinho_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,erickzinho_tkd 27 27 1.397 1.397 2.938 2.938 👑 Atleta |seleção pernambucana✨ /2024/2025 🥇🥈|regional nordeste 🥇🥇🥇🥈estadual 🏅|copa do Brasil 👑 Atleta |seleção pernambucana✨ /2024/2025 🥇🥈|regional nordeste 🥇🥇🥇🥈estadual 🏅|copa do Brasil training🫡🥇 Paraíba-pb natal -rn Brasília -df training🫡🥇 Paraíba-pb natal -rn Brasília -df,27,27,1397,,False,Pública
jauritkd,jauritkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,6,jauritkd 153 153 1.113 1.113 778 778 Antonio Jauri Costa Treinador de Taekwondo - Equipe ASBTKD/FMD Pós Graduando Neurociência e Treinamento Mental de Atletas Faixa Preta... mais Treinador de Taekwondo - Equipe ASBTKD/FMD Pós Graduando Neurociência e Treinamento Mental de Atletas Faixa Preta ... mais mais,153,153,1113,https://www.threads.com/@jauritkd?xmt=AQF0Zu9xIWEtuASsvlPizGFUCVBbnS1FOhvFc_PkMLhDx1U,False,Pública
jeffersonvicentepaula,jeffersonvicentepaula,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,13,jeffersonvicentepaula 61 61 391 391 232 232 Jefferson Vicente de Paula 🥋 Grão-Mestre Jefferson Vicente de Paula TKD desde 80 | Fund. do Araxá Taekwondo Clube (92) Formador de faixas pretas... mais Jefferson Vicente de Paula 🥋 Grão-Mestre Jefferson Vicente de Paula TKD desde 80 | Fund. do Araxá Taekwondo Clube (92) Formador de faixas pretas... mais 🥋 Grão-Mestre Jefferson Vicente de Paula TKD desde 80 | Fund. do Araxá Taekwondo Clube (92) Formador de faixas pretas ... mais mais Taekwondo Amigos corrida Betim Runners 35km 🏃🏃🏃🏃🏃 Taekwondo Amigos corrida Betim Runners 35km 🏃🏃🏃🏃🏃,61,61,391,,False,Pública
021_mtschultz,021_mtschultz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,021_mtschultz 5 5 2.137 2.137 1.248 1.248 Matheus Schultz Arbitro Nacional CBTKD Black Belt TKD 021 태권도 Flamengo Matheus Schultz Arbitro Nacional CBTKD Black Belt TKD 021 태권도 Flamengo 🥋,5,5,2137,,False,Pública
adryan.tkd,adryan.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,adryan.tkd 2 2 495 495 360 360 Adryan Mattos Atleta Campeão Copa do Brasil²⁴🥇 Campeão Sul Brasileiro²⁵🥇 Campeão Brasileiro²⁴🥇 16/08 ♡ Adryan Mattos Atleta Campeão Copa do Brasil²⁴🥇 Campeão Sul Brasileiro²⁵🥇 Campeão Brasileiro²⁴🥇 16/08 ♡,2,2,495,,False,Pública
yago.tkd_,yago.tkd_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,yago.tkd_ 0 0 166 166 1.425 1.425 Yago Np,0,0,166,https://www.threads.com/@yago.tkd_?xmt=AQF0cHBC3SKU9ii6vFL34rbZD1Yp7xxdSOrFUzH7lB6tWGg,False,Pública
fabiola_rios0y,fabiola_rios0y,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,21,fabiola_rios0y 102 102 1.302 1.302 878 878 Fabíola Rios de Aguiar #Amo minha família❤️‍🩹 Família Política filha no ballet Família Política filha no ballet,102,102,1302,https://www.threads.com/@fabiola_rios0y?xmt=AQF0FE7FCN0LS_BqfNRanaGlMooxY3xJ_aiHMd4kq27prWE,False,Pública
luhtoledo,luhtoledo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,luhtoledo 157 157 857 857 3.270 3.270 Luciana Toledo Seguido(a) por etiritaandradesantos e esc.raiodesol etiritaandradesantos esc.raiodesol,157,157,857,,False,Pública
estevam_cristina,estevam_cristina,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,estevam_cristina 192 192 605 605 1.208 1.208 Cristina Estevam Procopio,192,192,605,,False,Pública
luanacarneiro.tkd,luanacarneiro.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,luanacarneiro.tkd 3 3 295 295 298 298 Luana Carneiro 🅃🄰🄴🄺🅆🄾🄽🄳🄾 - 🄳🄵 - 4° Dan - • Seleção Brasileira Master • Campeã do Rio Open • Campeã B... mais Luana Carneiro 🅃🄰🄴🄺🅆🄾🄽🄳🄾 - 🄳🄵 - 4° Dan - • Seleção Brasileira Master • Campeã do Rio Open • Campeã B... mais 🅃🄰🄴🄺🅆🄾🄽🄳🄾 - 🄳🄵 - 4° Dan - • Seleção Brasileira Master • Campeã do Rio Open • Campeã B ... mais mais 🥋,3,3,295,,False,Pública
claudiacmbernardo,claudiacmbernardo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,claudiacmbernardo 5 5 39 39 27 27 Claudia Bernardo Terapeuta Holística Claudia Bernardo Terapeuta Holística,5,5,39,,False,Pública
caa.mnzs,caa.mnzs,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,caa.mnzs 6 6 275 275 7.431 7.431 Camis 🥋 ☆ sp/zn Camis 🥋 ☆ sp/zn,6,6,275,,False,Pública
dennys_alison,dennys_alison,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,dennys_alison 596 596 4.039 4.039 2.691 2.691 DENNYS ALISON - MESTRE DE TAEKWONDO ... mais mais wa.me/5584987327454 💎 ADNTKD Acessórios TKD 👨‍👩‍👧‍👦 Família 👫🏻💍 Meus Kids 💎 ADNTKD Acessórios TKD 👨‍👩‍👧‍👦 Família 👫🏻💍 Meus Kids,596,596,4039,https://www.threads.com/@dennys_alison?xmt=AQF0QHXbRAd6eSe8956b7ycPz0kWwbwX-21visjgnK0ZDow,False,Pública
dayanevds,dayanevds,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,11,dayanevds 59 59 1.242 1.242 3.008 3.008 Dayane Silva,59,59,1242,https://www.threads.com/@dayanevds?xmt=AQF09hOo1By3mcIShpU1_M9AEOx1ZEItx6Wda6tjYLAmrqw,False,Pública
morrocoy_1954,morrocoy_1954,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,"morrocoy_1954 0 0 392 392 254 254 diamantblazi Ley de Muphy:""todo lo que pueda pasar, pasará"". diamantblazi Ley de Muphy:""todo lo que pueda pasar, pasará"".",0,0,392,,False,Pública
mmvitoria.tkd,mmvitoria.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,mmvitoria.tkd 33 33 1.227 1.227 1.422 1.422 Vitória Maciel Marcos 🇧🇷 Atleta 💍,33,33,1227,https://www.threads.com/@mmvitoria.tkd?xmt=AQF0hB2jdqJhG4gvObfnjnvAdYJ7TbesKye-TNh3HYDR5jA,False,Pública
tkd_davi7,tkd_davi7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,9,tkd_davi7 1 1 300 300 496 496 davi,1,1,300,,False,Pública
thz.xxz07,thz.xxz07,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,thz.xxz07 1 1 617 617 339 339 𝕸𝖆𝖙𝖍𝖊𝖚𝖘💭 𝐯!𝐯𝐚𝐳 𝕸𝖆𝖙𝖍𝖊𝖚𝖘💭 𝐯!𝐯𝐚𝐳,1,1,617,,False,Pública
powerfitenergy,powerfitenergy,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,16,"powerfitenergy 62 62 1.582 1.582 81 81 Powerfit Energy Drink ⚡️ Sem açúcar, sem limites! 🔥 Energia na medida certa para quem vive no modo turbo. 🔋 Ative-se agora! Powerfit Energy Drink ⚡️ Sem açúcar, sem limites! 🔥 Energia na medida certa para quem vive no modo turbo. 🔋 Ative-se agora! Parcerias Eventos Clientes Influs Sobre Diferencial Onde comprar Parcerias Eventos Clientes Influs Sobre Diferencial Onde comprar",62,62,1582,,False,Pública
danizadass,danizadass,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,19,"danizadass 0 0 368 368 504 504 danipjl ""Eu juro que, hoje em dia não sou a mesma pessoa"" pumapjl",0,0,368,https://www.threads.com/@danizadass?xmt=AQF00EmlleCro0HzvCdibNIfg5XajIxhugI88WhCEvYCTJg,False,Pública
joanaemanuele_,joanaemanuele_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,joanaemanuele_ 1 1 278 278 166 166 Manu🦇,1,1,278,https://www.threads.com/@joanaemanuele_?xmt=AQF07oli_gULZkfaiJDVhkOmdVeN-TaoU28FqSl6nkBq0uc,False,Pública
gtv_tkd,gtv_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,20,gtv_tkd 0 0 216 216 216 Gustavo Henrique 🥋 愛 Gustavo Henrique 🥋 愛,0,0,216,,False,Pública
tgomxs,tgomxs,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,30,tgomxs 0 0 151 151 151 Thayson Oliveira Somos o que repetidamente fazemos. - Aristóteles PROVÉRBIOS 16:3🙌 🇻🇦🙌 TKD🥋🇰🇷🇧🇷 Thayson Oliveira Somos o que repetidamente fazemos. - Aristóteles PROVÉRBIOS 16:3🙌 🇻🇦🙌 TKD🥋🇰🇷🇧🇷,0,0,151,,False,Pública
hugohenriquetorres_,hugohenriquetorres_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,hugohenriquetorres_ 48 48 1.961 1.961 1.882 1.882 Hugo Henrique Torres Apenas por diversão 📍ES 🇧🇷🥋📚 태권도 2025,48,48,1961,https://www.threads.com/@hugohenriquetorres_?xmt=AQF0RXemNG58MhdggGTSF4qzlqeE1AIzgjMzck1cxhyweC0,False,Pública
arthuropftkd,arthuropftkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,arthuropftkd 1 1 748 748 1.447 1.447 arthur fernandes 15y 20/07,1,1,748,https://www.threads.com/@arthuropftkd?xmt=AQF06sbwI9ob_4391zVf5TDP5sk7EWYO5fbvfa7Wn4HS-lM,False,Pública
amorimtkd,amorimtkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,amorimtkd 8 8 529 529 405 405 gabriel amorim Atleta Brazilian athlete 🇧🇷 gabriel amorim Atleta Brazilian athlete 🇧🇷 G' T' !' G' T' !',8,8,529,,False,Pública
pdrhz_,pdrhz_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,13,pdrhz_ 1 1 473 473 164 164 𝖕' حيوي bgk' 𝟕 | 🦇 𝖕' حيوي bgk' 𝟕 | 🦇,1,1,473,,False,Pública
gabisimoes,gabisimoes,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,22,gabisimoes 10 10 1.108 1.108 1.150 1.150 Gabrielle,10,10,1108,,False,Pública
