username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta
rsn.santos_,rsn.santos_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,rsn.santos_ 0 0 48 48 52 52 Snaider🥱👍 eu sendo eu🤙 Snaider🥱👍 eu sendo eu🤙,0,0,48,,False,Pública
emillymottatkd,emillymottatkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,emillymottatkd 18 18 2.152 2.152 655 655 Emilly Motta Atleta 🦅🦅🦅 🥇3x campeã gaúcha 🥇Regional Sul 🥇Regional Sul Par 🥈Regi... mais 🦅🦅🦅 🥇3x campeã gaúcha 🥇Regional Sul 🥇Regional Sul Par 🥈Regi ... mais mais www.tiktok.com/@emilly.motta03?_t=ZM-8vg4dCbALyR&_r=1 TKD✨ 💚 treining friends SC TKD✨ 💚 treining friends SC,18,18,2152,https://www.threads.com/@emillymottatkd?xmt=AQF0LO-TWdfJksLbwxBq_5YfzTUtX87zIoFfvrWuJ2rNtkA,False,Pública
_luizkkkkjj,_luizkkkkjj,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,_luizkkkkjj 0 0 205 205 483 483 Cursed 💍.08.03 Cursed 💍.08.03 us 🥋 us 🥋,0,0,205,,False,Pública
clarahmoments_,clarahmoments_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,11,clarahmoments_ 8 8 64 64 103 103 𝐶𝑙𝑎𝑟𝑎 𝑉𝑒𝑛𝑡𝑢𝑟𝑎 ✦ 𝙼𝚘𝚖𝚎𝚗𝚝𝚜|🪞🛁🕯️💖 ᴍʏ ᴅɪɢɪᴛᴀʟ ᴅɪᴀʀʏ vsco.co/clarahventura e mais 1,8,8,64,https://www.threads.com/@clarahmoments_?xmt=AQF0Rpv8ayAiS_mleGqIthD1I1oywDRehIp4eau7NbxqTUk,False,Pública
troetsch.maduds,troetsch.maduds,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,troetsch.maduds 23 23 186 186 353 353 ˚₊‧꒰ა madududs ໒꒱ ‧₊˚ 17/08 👻,23,23,186,https://www.threads.com/@troetsch.maduds?xmt=AQF08XP4gNGDicuGQ5RuROc67Z8gAYQ2_xINopbtFE3a-1s,False,Pública
_glendaa_s,_glendaa_s,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,"_glendaa_s 4 4 578 578 431 431 𝑔𝑙𝑒𝑛𝑑𝑎 ⚡🌊🥋 ϟ | ͏𝐭𝐞́𝐜. 𝐞𝐥𝐞𝐭𝐫𝐨𝐭𝐞́𝐜𝐧𝐢𝐜𝐚 𝓑𝓮 𝔂𝓸𝓾𝓻 𝓸𝔀𝓷 𝓼𝓾𝓷, 𝓪𝓷𝓭 𝓼𝓱𝓲𝓷𝓮 𝓯𝓸𝓻 𝔂𝓸𝓾𝓻𝓼𝓮𝓵𝓯... ☼ 𝑔𝑙𝑒𝑛𝑑𝑎 ⚡🌊🥋 ϟ | ͏𝐭𝐞́𝐜. 𝐞𝐥𝐞𝐭𝐫𝐨𝐭𝐞́𝐜𝐧𝐢𝐜𝐚 𝓑𝓮 𝔂𝓸𝓾𝓻 𝓸𝔀𝓷 𝓼𝓾𝓷, 𝓪𝓷𝓭 𝓼𝓱𝓲𝓷𝓮 𝓯𝓸𝓻 𝔂𝓸𝓾𝓻𝓼𝓮𝓵𝓯... ☼",4,4,578,,False,Pública
_becker.tkd,_becker.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,_becker.tkd 3 3 1.509 1.509 784 784 ㅤ ㅤ ㅤ ㅤ,3,3,1509,,False,Pública
jonxcg4,jonxcg4,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,jonxcg4 0 0 202 202 238 238 Jonathan Chavira ⋆ 🕸️🕷️ ⋆,0,0,202,https://www.threads.com/@jonxcg4?xmt=AQF0QEBoWAyLExriDUhQlwJfwF6u18R-vzfkXvnMOCXe5XY,False,Pública
lelerapisarda_,lelerapisarda_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,1 1 630 630 904 904,1,1,630,,False,Pública
eryca_7,eryca_7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,eryca_7 9 9 1.617 1.617 2.281 2.281 Kauanny🌑 ele foi meu 109💍 Adventista 🤍 DBV💛,9,9,1617,https://www.threads.com/@eryca_7?xmt=AQF0MmTwBHyhW2iygRU-eMNMyzq9MOrnziIXodrCLpLSeQ0,False,Pública
isa.monteirofv,isa.monteirofv,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,isa.monteirofv 0 0 659 659 527 527 I᥉ᥲ,0,0,659,,False,Pública
taekwondo_maximos2,taekwondo_maximos2,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,taekwondo_maximos2 85 85 149 149 227 227 Taekwondo_Maximos2 EQUIPE MÁXIMOS 2 Horários: 18:30/19:30 e 19:30/20:30 seg. qua. sex. WhatsApp: (62) 981323279 Mestre: Gibram maps.app.goo.gl/GJSzUL5HFbvMhJB99 Exame De Faixa Turminha kids aniversariante Team Poomsae Team Kyorugui Competições Turma 19:30 Alunos 2 Turma 18:30 Treinos 5 Treinos 4 Alunos 1 Treinos 3 Troca de Faixas Exame De Faixa Turminha kids aniversariante Team Poomsae Team Kyorugui Competições Turma 19:30 Alunos 2 Turma 18:30 Treinos 5 Treinos 4 Alunos 1 Treinos 3 Troca de Faixas,85,85,149,,False,Pública
llaramarques__,llaramarques__,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,llaramarques__ 0 0 378 378 621 621 𝚕𝚊𝚛𝚊 ☼ vsco.co/larawx012,0,0,378,,False,Pública
natalessousa2782,natalessousa2782,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,natalessousa2782 1.396 1.396 421 421 690 690 natales Blogueiro(a) Ser ou não ser eu sou natales e mais 1 ameii eu e meus amores Minhas Vida❤️ Eu e minhas fase Destaques Destaques Destaques Destaques Eu amo tudo 7.28 ameii eu e meus amores Minhas Vida❤️ Eu e minhas fase Destaques Eu amo tudo 7.28,1396,1396,421,https://www.threads.com/@natalessousa2782?xmt=AQF0egsj_Sqq9oqOzyGMnoO4Kke8_0oZl47VcngO5XdOHMs,False,Pública
rafazito1986,rafazito1986,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,rafazito1986 340 340 955 955 1.107 1.107 Rafael Zito,340,340,955,https://www.facebook.com/profile.php?id=1707896636&ref=_ig_profile_ac,False,Pública
09.matheus._,09.matheus._,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,"09.matheus._ 0 0 405 405 297 297 Almeida.09 ""𝓞 𝓶𝓮𝓾 𝓹𝓪𝓼𝓼𝓪𝓭𝓸 𝓷ã𝓸 𝓲𝓶𝓹𝓸𝓻𝓽𝓪, 𝓮𝓾 𝓷ã𝓸 𝓿𝓲𝓿𝓸 𝓵á 💸"" SP/BA Ê𝔁𝓸𝓭𝓸 33:14 Almeida.09 ""𝓞 𝓶𝓮𝓾 𝓹𝓪𝓼𝓼𝓪𝓭𝓸 𝓷ã𝓸 𝓲𝓶𝓹𝓸𝓻𝓽𝓪, 𝓮𝓾 𝓷ã𝓸 𝓿𝓲𝓿𝓸 𝓵á 💸"" SP/BA Ê𝔁𝓸𝓭𝓸 33:14",0,0,405,,False,Pública
vander_wollive_tkd,vander_wollive_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,vander_wollive_tkd 75 75 5.599 5.599 1.213 1.213 Black panther 🐈‍⬛🧑🏿‍🦳 Atleta 🥋| Taekwondo atlhete 🇧🇷| Brazilian national team 2018-2021 🥇| 1° place in chile open 2019 🥉| 3º place in the 2018 ISF... mais Black panther 🐈‍⬛🧑🏿‍🦳 Atleta 🥋| Taekwondo atlhete 🇧🇷| Brazilian national team 2018-2021 🥇| 1° place in chile open 2019 🥉| 3º place in the 2018 ISF... mais 🥋| Taekwondo atlhete 🇧🇷| Brazilian national team 2018-2021 🥇| 1° place in chile open 2019 🥉| 3º place in the 2018 ISF ... mais mais,75,75,5599,,False,Pública
_ribeiro_pedro_,_ribeiro_pedro_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_ribeiro_pedro_ 2 2 216 216 233 233 Ribeiro ,2,2,216,,False,Pública
isameowx,isameowx,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,isameowx 3 3 272 272 262 262 bel !! 12/01 🥋🥊🎨 bel !! 12/01 🥋🥊🎨,3,3,272,,False,Pública
tay_sttfn,tay_sttfn,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,tay_sttfn 7 7 1.471 1.471 598 598 ͳ. Atleta 💙 𝟐𝟑:𝟒 ͳ. Atleta 💙 𝟐𝟑:𝟒 🐈‍⬛,7,7,1471,,False,Pública
bah_gorges,bah_gorges,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,bah_gorges 9 9 767 767 765 765 Barbara Gorges 🏍 🐾 🖤 🌊 🥋 🏍 🐾 🖤 🌊 🥋,9,9,767,,False,Pública
dixxalicebp,dixxalicebp,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,dixxalicebp 0 0 51 51 99 99 alice,0,0,51,https://www.threads.com/@dixxalicebp?xmt=AQF095bSaVRVv6hSnzFam1I5SZWONWTPSmo7At5szOdd7SM,False,Pública
tharsis68._,tharsis68._,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,tharsis68._ 4 4 1.197 1.197 1.089 1.089 abreu Taekwondo athlete 🦂,4,4,1197,https://www.threads.com/@tharsis68._?xmt=AQF0SbN8KBskzvAT3_rKxvmRZL2yojx2kV_jGjGVMBdXGPg,False,Pública
emilly_ketellen,emilly_ketellen,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,emilly_ketellen 8 8 362 362 414 414 Emilly Oliveira,8,8,362,,False,Pública
denilson_jr17,denilson_jr17,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,denilson_jr17 29 29 532 532 2.081 2.081 Denilson Rosestolato,29,29,532,,False,Pública
_vitortkd,_vitortkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,11,_vitortkd 0 0 204 204 150 150 𝓥𝓲𝓽𝓸𝓻,0,0,204,,False,Pública
academia.carlos.eduardo,academia.carlos.eduardo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,academia.carlos.eduardo 12 12 136 136 55 55 marcial Criador(a) de conteúdo digital só os melhores Destaques Destaques só os melhores Destaques,12,12,136,,False,Pública
_anygss,_anygss,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,_anygss 0 0 301 301 246 246 Any Silveira,0,0,301,,False,Pública
rwin02,rwin02,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,rwin02 35 35 2.181 2.181 654 654 Rafaela Wingler Designer 22 Years | ES🇧🇷 TKD🥋 Rafaela Wingler Designer 22 Years | ES🇧🇷 TKD🥋 Me 🥋 ONE OK ROCK ⋅˚₊‧ ୨୧ ‧₊˚ ⋅ Marley & Eu LTWT SP BTWT SP Me 🥋 ONE OK ROCK ⋅˚₊‧ ୨୧ ‧₊˚ ⋅ Marley & Eu LTWT SP BTWT SP,35,35,2181,,False,Pública
jullycardosoo._,jullycardosoo._,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,6,jullycardosoo._ 0 0 559 559 881 881 Jully Cardoso 🌑✨🐆🥋 • maktube. • TKD🥋,0,0,559,https://www.threads.com/@jullycardosoo._?xmt=AQF0MV3sspCYGI67p69z6g52VFuWuZESn8RbQN716ncVLh4,False,Pública
faelvalentim10,faelvalentim10,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,faelvalentim10 6 6 228 228 813 813 Faeell 🚀😎💥 ... mais mais,6,6,228,,False,Pública
douglas_souzak,douglas_souzak,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,douglas_souzak 5 5 330 330 467 467 Douglas Gonçalves Souza eu,5,5,330,,False,Pública
jhenny.kowalski,jhenny.kowalski,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,jhenny.kowalski 5 5 210 210 289 289 Jhennyfer Mattern #JuntosSomosMaisFortes Jhennyfer Mattern #JuntosSomosMaisFortes,5,5,210,,False,Pública
duda_.tkd,duda_.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,duda_.tkd 68 68 818 818 573 573 Maria Eduarda M treinos My family 🤍 Conquistas Viagens M treinos My family 🤍 Conquistas Viagens,68,68,818,,False,Pública
galvao_34,galvao_34,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,galvao_34 0 0 233 233 282 282 Alex Marques atleta de taekwondo Alex Marques atleta de taekwondo,0,0,233,,False,Pública
thiiago.wx,thiiago.wx,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,6,"thiiago.wx 0 0 228 228 273 273 Thiago !愛 || 🇰🇷 Recife Mente blindada, lealdade em primeiro lugar ""Quem tenta perseguir dois coelhos acaba perdendo os dois"" Thiago !愛 || 🇰🇷 Recife Mente blindada, lealdade em primeiro lugar ""Quem tenta perseguir dois coelhos acaba perdendo os dois""",0,0,228,,False,Pública
gustavo.cta1,gustavo.cta1,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,gustavo.cta1 1 1 218 218 400 400 🌀,1,1,218,,False,Pública
fe_rnada2526tkd,fe_rnada2526tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,fe_rnada2526tkd 20 20 1.130 1.130 482 482 Fe_rnada2526 Seja sua própria expiração🦋✨ Fe_rnada2526 Seja sua própria expiração🦋✨ Tkd🚀🥋 😍 Tkd🚀🥋 😍,20,20,1130,,False,Pública
dyerry.tkd,dyerry.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,dyerry.tkd 65 65 1.875 1.875 601 601 Yago Dyerry devbook.app/p/yagodyerrytkd TREINOS 💍 EVENTOS CONQUISTAS MyLife PATROCINADORES PARCERIAS TREINOS 💍 EVENTOS CONQUISTAS MyLife PATROCINADORES PARCERIAS,65,65,1875,,False,Pública
anabeatzw,anabeatzw,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,anabeatzw 0 0 534 534 654 654 bia follower of Jesus Seguido(a) por jordanalogradoo jordanalogradoo,0,0,534,,False,Pública
carvlh_xz7,carvlh_xz7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,carvlh_xz7 2 2 206 206 252 252 samuel carvalho,2,2,206,https://www.threads.com/@carvlh_xz7?xmt=AQF0w1VY_6wI_0YXIoGQnkV6pb_Lm_7t4JSaf-XygRtGbBM,False,Pública
ma2ra.tkd,ma2ra.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,ma2ra.tkd 12 12 1.265 1.265 572 572 𝓜𝓪𝔂𝓻𝓪 𝓿𝓲𝓽𝓸𝓻𝓲𝓪 Atleta 🏅 🪬 . bibia💕 ❤️ 🏅 🪬 . bibia💕 ❤️,12,12,1265,,False,Pública
jaoulak_tkd,jaoulak_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,jaoulak_tkd 27 27 796 796 564 564 Nicholle Atleta ㅤ ㅤ ㅤ ㅤ ㅤ,27,27,796,,False,Pública
caleb.xtrem,caleb.xtrem,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,caleb.xtrem 0 0 485 485 576 576 caleb . . .,0,0,485,https://www.threads.com/@caleb.xtrem?xmt=AQF07cQedwucjukC1JvMuB1de66d7rZFZD6mkeR9bBOs_Mo,False,Pública
kauan.fischer,kauan.fischer,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,0 0 820 820 377 377,0,0,820,,False,Pública
angieresinas1,angieresinas1,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,32 32 49 49 954 954,32,32,49,,False,Pública
d.dantasszx,d.dantasszx,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,d.dantasszx 0 0 196 196 159 159 Davi,0,0,196,,False,Pública
jgsguarezi,jgsguarezi,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,jgsguarezi 2 2 241 241 149 149 JG🤷‍♂️ Quem sabe eu 💭 Isaías 60:22 JG🤷‍♂️ Quem sabe eu 💭 Isaías 60:22 J🧌,2,2,241,,False,Pública
fer.mennaa,fer.mennaa,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,fer.mennaa 0 0 338 338 419 419 Fer Menna,0,0,338,https://www.threads.com/@fer.mennaa?xmt=AQF0JzAsjc0rIJUkYvHKNs1-_Ik4Zyyy8p9nF16vAR9WOm8,False,Pública
arturgamapessoa,arturgamapessoa,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,23,arturgamapessoa 7 7 257 257 333 333 Artur Gama Pessoa,7,7,257,,False,Pública
wandesontkd,wandesontkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,wandesontkd 851 851 2.397 2.397 1.776 1.776 Wandeson Vinicius de Jesus Coach ... mais mais wa.me/c/559889129766 e mais 2,851,851,2397,https://www.threads.com/@wandesontkd?xmt=AQF0vD7AEClLiGo-cmicnZ1BLlkpd1Sew1O7ANfTYnj_IlY,False,Pública
taekwondo.salto,taekwondo.salto,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,taekwondo.salto 3.098 3.098 1.810 1.810 3.734 3.734 Taekwondo Salto Escola de artes marciais • Venha fazer parte dessa família! • • Horários e preços - whatsapp: 11 95609-9386 • maps.app.goo.gl/6BER6zXh2FET2GTy7?g_st=ic e mais 1 Taekwondo Salto Escola de artes marciais • Venha fazer parte dessa família! • • Horários e preços - whatsapp: 11 95609-9386 • maps.app.goo.gl/6BER6zXh2FET2GTy7?g_st=ic e mais 1,3098,3098,1810,,False,Pública
gilliard.osilva,gilliard.osilva,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,gilliard.osilva 7 7 950 950 1.984 1.984 Gilly Silva Destaques,7,7,950,,False,Pública
ricardoogatareferee,ricardoogatareferee,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,14,ricardoogatareferee 49 49 1.152 1.152 1.142 1.142 Ricardo Ogata Árbitro Internacional de Taekwondo e coordenador da Escolinha de Taekwondo Fúria Suzano. www.youtube.com/user/ricardoogata/videos?view_as=subscriber,49,49,1152,https://www.threads.com/@ricardoogatareferee?xmt=AQF0lxtEkDyeKlstiHkjzMUrdsGXSx9K5LfWTrBDiJj1eKI,False,Pública
_mgzimtkd_,_mgzimtkd_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_mgzimtkd_ 23 23 1.127 1.127 7.485 7.485 𝔅𝔬𝔪 𝔶 𝔫𝔬𝔳𝔬 👻🔝 Atleta 😝 Taekwondo goalkeeper 𝕁𝕖𝕤𝕦𝕤 🤌❤️ frases viagens rells judo 💛 😝 Taekwondo goalkeeper 𝕁𝕖𝕤𝕦𝕤 🤌❤️ frases viagens rells judo 💛,23,23,1127,https://www.threads.com/@_mgzimtkd_?xmt=AQF0kNT_jCb7Sh3W0m0cN9bjAFNuaQGZyK852jVJd_3sxi4,False,Pública
ogalvees,ogalvees,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,ogalvees 1 1 287 287 685 685 Gustavo g!,1,1,287,,False,Pública
camillygosch,camillygosch,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,camillygosch 25 25 2.882 2.882 976 976 Camilly Gosch Camargo Atleta 🇺🇿 🇨🇺 🇵🇪 🇲🇽 00/00/00 🇺🇿 🇨🇺 🇵🇪 🇲🇽 00/00/00,25,25,2882,,False,Pública
allifbarreto,allifbarreto,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,allifbarreto 405 405 4.709 4.709 3.203 3.203 Allif Barreto Atleta Taekwondo-RJ Atleta 3ºSG-MB⚓️ Campeão Brasileiro 5x🥇 Sul Americano Júnior🥇 P... mais Allif Barreto Atleta Taekwondo-RJ Atleta 3ºSG-MB⚓️ Campeão Brasileiro 5x🥇 Sul Americano Júnior🥇 P... mais Taekwondo-RJ Atleta 3ºSG-MB⚓️ Campeão Brasileiro 5x🥇 Sul Americano Júnior🥇 P ... mais mais 🇨🇱 🇲🇪 🇦🇱 🇵🇱 🇺🇸 🇨🇦 TAEKWONDO 🇰🇷 Minha gata ❤️ Conquistas🙌🏻 Recife-PE Rio de Janeiro Chile 🇨🇱 Nosso chá ❤️ MARINHA DO BRA⚓️ 🇨🇱 🇲🇪 🇦🇱 🇵🇱 🇺🇸 🇨🇦 TAEKWONDO 🇰🇷 Minha gata ❤️ Conquistas🙌🏻 Recife-PE Rio de Janeiro Chile 🇨🇱 Nosso chá ❤️ MARINHA DO BRA⚓️,405,405,4709,,False,Pública
juliatkd,juliatkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,juliatkd 523 523 5.940 5.940 2.207 2.207 Julia Vasconcelos Penfield Produto/serviço Taekwondo Olympian Rio 2016🇧🇷 Sports Mental Coach | Specialized in Combat Sports I help elite athletes reach their... mais Taekwondo Olympian Rio 2016🇧🇷 Sports Mental Coach | Specialized in Combat Sports I help elite athletes reach their ... mais mais,523,523,5940,https://www.threads.com/@juliatkd?xmt=AQF0f03s6q_grHaDBqMPoV2DHtlAoVAk7E8P5TMNbGuHn44,False,Pública
_gabriel.tkd,_gabriel.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,_gabriel.tkd 0 0 833 833 96 96 2007|🇧🇷,0,0,833,,False,Pública
ceica.ximenes,ceica.ximenes,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,16,ceica.ximenes 94 94 1.407 1.407 1.430 1.430 Ceiça Ximenes família❤️❤️,94,94,1407,,False,Pública
patyboscatto,patyboscatto,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,patyboscatto 358 358 1.087 1.087 1.057 1.057 Patricia Boscatto Por aí meu niver♥️ amor ♥️ Ibagy Beto Carreiro Conecta prime SP Joaçaba Gramado Caxias do sul Por aí meu niver♥️ amor ♥️ Ibagy Beto Carreiro Conecta prime SP Joaçaba Gramado Caxias do sul,358,358,1087,,False,Pública
pedroferreira_tkd,pedroferreira_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,pedroferreira_tkd 14 14 4.207 4.207 1.765 1.765 Pedro Vítor Ferreira Coach ... mais mais,14,14,4207,https://www.threads.com/@pedroferreira_tkd?xmt=AQF05CFnpTvwfbDYJgWvSowVEwc9rfxlVr7ssB2xR456pGg,False,Pública
ebenertkd,ebenertkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,"www.ebenertkd.com.br ebenertkd 191 191 1.659 1.659 1.054 1.054 Equipe de TAEKWONDO coordenação:Professor Ebener Escola de Taekwondo, Arte Marcial e Preparação Física na Ilha do Governador. Mais alto, mais forte e mais rápido... mais Escola de Taekwondo, Arte Marcial e Preparação Física na Ilha do Governador. Mais alto, mais forte e mais rápido ... mais mais Janeiro 2025 Aleatorias Kids Treinos Nossas aulas Janeiro 2025 Aleatorias Kids Treinos Nossas aulas",191,191,1659,,False,Pública
banchilarissa,banchilarissa,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,banchilarissa 80 80 691 691 1.004 1.004 Larissa Banchi Minha nova versão 💕 E algumas memórias também!,80,80,691,https://www.threads.com/@banchilarissa?xmt=AQF04NfTJXPOw9ump08e67eKcynQRAcjgpYVyUbQoKF44ws,False,Pública
rodriigo.camargoo,rodriigo.camargoo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,rodriigo.camargoo 5 5 594 594 582 582 Rodrigo Camargo Atleta Rodrigo Camargo Atleta,5,5,594,,False,Pública
arthurfelipetkd,arthurfelipetkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,arthurfelipetkd 40 40 5.564 5.564 213 213 Arthur Felipe Atleta BRA🇧🇷 Atleta de Taekwondo 🥋 SE🌵🔄SP🌁 Heptacampeão Sergipano🏆 Brazil... mais BRA🇧🇷 Atleta de Taekwondo 🥋 SE🌵🔄SP🌁 Heptacampeão Sergipano🏆 Brazil ... mais mais 🎻🤍 🥋 ✈️📸 🎻🤍 🥋 ✈️📸,40,40,5564,https://www.threads.com/@arthurfelipetkd?xmt=AQF0MYlFDkpgJjH5TsW-nBcQEj-qIi_-1kdfRrKIblbTUxw,False,Pública
pintotaci,pintotaci,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,pintotaci 242 242 879 879 2.420 2.420 Taci Pinto Ela/dela Perfil pessoal (Friends & Family),242,242,879,https://www.threads.com/@pintotaci?xmt=AQF0ml_7Qzc3PaxsxYiK6K1Nvac3N58rorZER1_21qm4JVI,False,Pública
robertosousarios,robertosousarios,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,robertosousarios 94 94 164 164 3.985 3.985 Rorbeto Souza,94,94,164,https://www.threads.com/@robertosousarios?xmt=AQF0xth-2nrpaIO4BY4BoWu7oi_UdmkAkGjmJhCxlvjLgvM,False,Pública
tata_tkd7,tata_tkd7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,tata_tkd7 0 0 73 73 81 81 愛 salmos 17:8 vsco.co/tatataina 💤,0,0,73,,False,Pública
sandra_soaresdasilva,sandra_soaresdasilva,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,15,sandra_soaresdasilva 19 19 299 299 328 328 Sandra Soares da Silva Taekwondo Educação Física Direito Pedagogia Sandra Soares da Silva Taekwondo Educação Física Direito Pedagogia Destaques Copa Norte 2023 Destaques Destaques Destaques Destaques Copa Norte 2023,19,19,299,,False,Pública
elianelluz,elianelluz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,elianelluz 93 93 815 815 605 605 Eliane Aparecida da Luz Família amada Destaques Eu e família Família 🧡 Formatura Bruno Copa BrasDF/RJ Bahrein 🇧🇭 Gotas de Luz Escola Elisa Coreia do Sul Destaques Brasileiro 2024 Bharein SERVIA Família amada Destaques Eu e família Família 🧡 Formatura Bruno Copa BrasDF/RJ Bahrein 🇧🇭 Gotas de Luz Escola Elisa Coreia do Sul Brasileiro 2024 Bharein SERVIA,93,93,815,https://www.threads.com/@elianelluz?xmt=AQF05WadANWqcb7OXVV4A5JO_TAOBkiNFtJm-8ZFL8b6AKs,False,Pública
liviamartinsbastos,liviamartinsbastos,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,liviamartinsbastos 8 8 409 409 745 745 lívia martins 027 I live by faith! “Grandes vitórias exigem grande dedicação !” lívia martins 027 I live by faith! “Grandes vitórias exigem grande dedicação !” ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ,8,8,409,,False,Pública
