username,nome_completo,verificado,url_foto_perfil,status_relacao,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta,foto_perfil,categoria,nome_completo,conta_comercial,destaque_stories,posts_recentes,engajamento_medio
camilasabadia,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/440909525_1142759493419808_4226663212647983559_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44MjQuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QEclIddGnmYOcL-BkU57m-RnXn7-vKVtTimANsV3VrkKm86rQPRfZs-IsflS6f_MCw4nKo_NJk_RDO8udgAVY21&_nc_ohc=nXJJjB2LOLwQ7kNvwEY9w-I&_nc_gid=xZ3LJrbln1ebRwZXKktvuQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfS2eMFJ9HQ9-ldy0ArOtKq3B4H7IZB5WMAjMy_TFAsjjA&oe=68926A87&_nc_sid=6ff7c8,Seguir,camilasabadia Camila Silva Abadia 244 posts 244 1.412 1.412 4.539 4.539 ... mais mais,0,0,0,https://www.threads.com/@camilasabadia?xmt=AQF01gJHqn4koCc0x-jEEfmU1I96rGoe2GWSjUyod5rHF_8,False,Pública,0,,,False,0,0,0
s_queyllaselliis,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/525677982_18053911106578902_6266280788811940956_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QEclIddGnmYOcL-BkU57m-RnXn7-vKVtTimANsV3VrkKm86rQPRfZs-IsflS6f_MCw4nKo_NJk_RDO8udgAVY21&_nc_ohc=chSEebHR9dMQ7kNvwFD-3Ai&_nc_gid=xZ3LJrbln1ebRwZXKktvuQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfTGdGtqNRqxq1rorbXZRdc4fP1qtJkLGM_80UU6TkGf9g&oe=689278DB&_nc_sid=6ff7c8,Seguir,s_queyllaselliis 𝑸𝒖𝒆𝒚𝒍𝒍𝒂 𝑺𝒆𝒍𝒊𝒔 18 posts 18 6.830 6.830 2.814 2.814 Preparativos + Vida real 🌺 Fé • Amor • Inspirações ⬇️Acompanhe essa fase linda. www.tiktok.com/@sssqueyllaselliis?_t=ZM-8yeebyoLG36&_r=1 𝐹𝑎𝑚𝑖𝑙𝑦♡︎ Casamento Despedida 🤍 Preparativos 💍 Chá de cozinha 𝐴𝑚𝑜𝑟♡ 𝐿𝑜𝑜𝑘𝑠 𝑀𝑒✨,0,0,0,https://www.threads.com/@s_queyllaselliis?xmt=AQF0QaBbfD9SBUmsLIZo2TCQ-038h6QG4kL_FXBNcGyG4v4,False,Pública,0,,,False,0,0,0
lorenamoutinho_,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/523466442_18516786655043999_7642599360031322720_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDY4LmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QE3iwd448LMsY8OGFRqAB8w92iGRWksLquuUZhOIMdjr3TH9CGOQTXbv5wBdvmgXW61HwgHM0VXwyTxylcPth4U&_nc_ohc=qhaCiu-zF98Q7kNvwF_s-6k&_nc_gid=SYhcWCSjC8V-FQdzM0NTmQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQd8q43B9fWMmHFDLW108hMsMT1QX6-ioWVnMfytXFEnw&oe=68926641&_nc_sid=6ff7c8,Seguir,lorenamoutinho_ Lorena Moutinho Ornellas Rios Cordeiro 227 posts 227 1.776 1.776 1.494 1.494 ❣️ amigos me diamantina 🍔 👰🏻‍♀️🤵🏼‍♂️📷 👰🏻‍♀️🤵🏻 📷 pet Chá de panela 🥘 rbd gramado morro sp,,0,0,,False,Pública,0,,,False,0,0,0
meu_closetperfeito,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/473057477_1839643913443354_5777795078546091331_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QF9TiQPugHTQmWuhsTmCRk4CNnXjSn3_3a_TBAuCsu4a8qMfs2CvN3IvFsJA4zDM32W0dsiM9wj7cbh7oAjB6bC&_nc_ohc=aQ3VEhcRkIkQ7kNvwFmOt4I&_nc_gid=KeDJAvhwz5BdB581oNranQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQmEzBZtMTjrzfQykbHmDCRr3PthSvI9IL5Qr3ea3uYeQ&oe=68928B5D&_nc_sid=6ff7c8,Seguir,"meu_closetperfeito Sophie🪡 34 posts 34 1.250 1.250 1.193 1.193 Empreendedor(a) Tendências do ano e novidades! Ideias de looks, e combinações. Dicas de produtos de beleza. 🛍✨ onelink.shein.com/23/5aps2xbqbztw Tendências 2025 Cores tendência Shein Barbie outfits 💖 Ideias de looks Combinações",2025,,,,False,Pública,0,,,False,0,0,0
leonardodaianes2,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/465700976_1693436181444774_2526928711151122407_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QF9TiQPugHTQmWuhsTmCRk4CNnXjSn3_3a_TBAuCsu4a8qMfs2CvN3IvFsJA4zDM32W0dsiM9wj7cbh7oAjB6bC&_nc_ohc=Ptrsajo40KoQ7kNvwHEdW6R&_nc_gid=KeDJAvhwz5BdB581oNranQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfTmxAjCXUqtRXxI1Bl45GttDL8LJVNOw-TlD5rjZQsNjw&oe=68926000&_nc_sid=6ff7c8,Seguir,,0,0,0,,False,Erro inesperado,0,,,False,0,0,0
kacsantoss,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/375411223_678561860540679_320731485447774491_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44NTguYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QF9TiQPugHTQmWuhsTmCRk4CNnXjSn3_3a_TBAuCsu4a8qMfs2CvN3IvFsJA4zDM32W0dsiM9wj7cbh7oAjB6bC&_nc_ohc=5vdaACj_9QoQ7kNvwGazPYT&_nc_gid=KeDJAvhwz5BdB581oNranQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRn5J7UI_zxLVtSornIExNGSBAUE2uxYQaSOVHsQOKyPg&oe=68927664&_nc_sid=6ff7c8,Seguir,kacsantoss Karoline Conceição 17 posts 17 585 585 606 606 Católica Apostólica Romana 🕊️ ADM 📚 Pernanbuco 🏖️ 💏❤️💍 🌹❤️ 💒🙏🏻❤️,,,,,False,Pública,0,,,False,0,0,0
__lima.rosana,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/519498591_17879555658360701_1707960381523256490_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QE3iwd448LMsY8OGFRqAB8w92iGRWksLquuUZhOIMdjr3TH9CGOQTXbv5wBdvmgXW61HwgHM0VXwyTxylcPth4U&_nc_ohc=AVISX4dk2LwQ7kNvwFehn_F&_nc_gid=SYhcWCSjC8V-FQdzM0NTmQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfT0EG0fKcrtSSPquKmy4uuuSB9X2KtSRD9zIed5GWw9yA&oe=68926D52&_nc_sid=6ff7c8,Seguir,__lima.rosana Rosana Lima Pereira 0 posts 0 232 232 2.451 2.451 Destaques,0,0,0,https://www.threads.com/@__lima.rosana?xmt=AQF06P9i6bpk3Nm3sBOlW3dj-GXKde25FG7_eqbnDEwIxw4,False,Pública,0,,,False,0,0,0
laura_rodriguessoares,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/463942360_944081301106557_4396709130060056448_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QE3iwd448LMsY8OGFRqAB8w92iGRWksLquuUZhOIMdjr3TH9CGOQTXbv5wBdvmgXW61HwgHM0VXwyTxylcPth4U&_nc_ohc=GxYGy0cUyHcQ7kNvwEd7cXw&_nc_gid=SYhcWCSjC8V-FQdzM0NTmQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfR-IPQBawM75PFNHFM4ytKY4gqYOI3H75r_Q-UYReeeKA&oe=6892731B&_nc_sid=6ff7c8,Seguir,laura_rodriguessoares Laura Rodrigues Soares 1 post 1 6.996 6.996 994 994,0,0,0,,False,Pública,0,,,False,0,0,0
euliperb,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/523915646_18416836330098298_5202844080817940053_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QF9TiQPugHTQmWuhsTmCRk4CNnXjSn3_3a_TBAuCsu4a8qMfs2CvN3IvFsJA4zDM32W0dsiM9wj7cbh7oAjB6bC&_nc_ohc=ELidYGLjh_8Q7kNvwE8LUG5&_nc_gid=KeDJAvhwz5BdB581oNranQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfT99hfRUK2fC4K61L-2C6Lh8Br-oV7H6C1CmNepoHndDw&oe=689282B1&_nc_sid=6ff7c8,Seguir,euliperb Felipe Ramos 1 post 1 7.772 7.772 6.401 6.401,0,0,0,,False,Pública,0,,,False,0,0,0
babi_souza03,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/463950522_1077044427147475_8941752775704607057_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QF9TiQPugHTQmWuhsTmCRk4CNnXjSn3_3a_TBAuCsu4a8qMfs2CvN3IvFsJA4zDM32W0dsiM9wj7cbh7oAjB6bC&_nc_ohc=TPSyhjHUNmAQ7kNvwEvR6hh&_nc_gid=KeDJAvhwz5BdB581oNranQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRWBedv59ubCmpT3RXgMj5bZwo2MilZ4sceXujz4C1bqQ&oe=68925CBF&_nc_sid=6ff7c8,Seguir,"babi_souza03 𝑩á𝒓𝒃𝒂𝒓𝒂 𝑵𝒐𝒆𝒎𝒆 11 posts 11 452 452 2.003 2.003 👩🏻‍🌾👩‍🏫🐝 Engenheira Agrônoma |"" É justo que muito custe o que muito vale"" ✞ ❤|Messias Abreu",0,0,0,,False,Pública,0,,,False,0,0,0
lojinhada_celia_,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/310016613_156106500387729_3398613718493757732_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby41MDAuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QF9TiQPugHTQmWuhsTmCRk4CNnXjSn3_3a_TBAuCsu4a8qMfs2CvN3IvFsJA4zDM32W0dsiM9wj7cbh7oAjB6bC&_nc_ohc=e3bdWPqjl_cQ7kNvwGQL6Rl&_nc_gid=KeDJAvhwz5BdB581oNranQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfTnrm-JtTuCTQrMWYYlzgDBQCb1tNJTEwSWmMHZeQjY1g&oe=689261C4&_nc_sid=6ff7c8,Seguir,lojinhada_celia_ tia Célia 22 posts 22 64 64 412 412 Compras e varejo A lojinha da Célia vem trazendo várias novidades Temos : -Roupas 👗 -Açaí 🥣 -... mais Compras e varejo A lojinha da Célia vem trazendo várias novidades Temos : -Roupas 👗 -Açaí 🥣 -... mais A lojinha da Célia vem trazendo várias novidades Temos : -Roupas 👗 -Açaí 🥣 - ... mais mais Destaques,0,0,0,,False,Pública,0,,,False,0,0,0
soaares_____,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/523910313_18156760693372582_867472232926475102_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QGwLwCrlOUtIVa5aAl3BpYv_ufkfDutrmssc6Cd5Pjx-Xlxgg60uzvqQuFcRXXr3CLBhC0kYmQLrDdb9KxwZorY&_nc_ohc=oomH1Xfrbj8Q7kNvwHcOcs8&_nc_gid=2uZPZwB1XItE2P-NG7kXZw&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfTJ7NZpkKFR2uBVtMOom44kPU2J1fIdOT_8lRJrBeLgnQ&oe=689275F9&_nc_sid=6ff7c8,Seguir,soaares_____ iasmim🌻 1 post 1 509 509 560 560 vsco.co/myxnyx,0,0,0,https://www.threads.com/@soaares_____?xmt=AQF0njeQVh2ccV4GIRttirSA4pehg7M6IjikVwelETSpouw,False,Pública,0,,,False,0,0,0
paula.agner,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/461602883_525306443768930_267967760243416734_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QGwLwCrlOUtIVa5aAl3BpYv_ufkfDutrmssc6Cd5Pjx-Xlxgg60uzvqQuFcRXXr3CLBhC0kYmQLrDdb9KxwZorY&_nc_ohc=RwfesYt8ft4Q7kNvwH4Ztx7&_nc_gid=2uZPZwB1XItE2P-NG7kXZw&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRSwQIw9Dgoyv__9CSCIRa02jVk3IpLReJislNkFyQBxA&oe=68928083&_nc_sid=6ff7c8,Seguir,paula.agner Paula Agner Del Anhol 92 posts 92 1.166 1.166 1.565 1.565 “O Senhor é a minha força e o meu escudo; nele o meu coração confia” 🙏🏼,0,0,0,https://www.threads.com/@paula.agner?xmt=AQF05ZDRA_hhRMNxZmpMmKl92TrI7L1GGkHMqdtPRn8nNOk,False,Pública,0,,,False,0,0,0
keliane.tolentino,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/459414147_1293183105390181_6297204518624414448_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDY1LmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QF9TiQPugHTQmWuhsTmCRk4CNnXjSn3_3a_TBAuCsu4a8qMfs2CvN3IvFsJA4zDM32W0dsiM9wj7cbh7oAjB6bC&_nc_ohc=BOXEcu_5vTUQ7kNvwFGJmD3&_nc_gid=KeDJAvhwz5BdB581oNranQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRlS3j_hY1hc_Tqj1zX90MaZFLhBAoGhCoSASzHDgnX-Q&oe=68928A2B&_nc_sid=6ff7c8,Seguir,keliane.tolentino Keliane Tolentino 18 posts 18 968 968 2.795 2.795 Os impossíveis dos homens são possíveis para Deus. Lucas 18:2 casada 🔒❤️,0,0,0,https://www.threads.com/@keliane.tolentino?xmt=AQF0F4xCeAbvkytqW_MpTBrRkwCmoflxRywT4I6M8-7v2h8,False,Pública,0,,,False,0,0,0
ana_clara3h,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/518175965_17858828067448813_8232562334892185630_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QF9TiQPugHTQmWuhsTmCRk4CNnXjSn3_3a_TBAuCsu4a8qMfs2CvN3IvFsJA4zDM32W0dsiM9wj7cbh7oAjB6bC&_nc_ohc=ToiRrY0pbWcQ7kNvwFa6HPp&_nc_gid=KeDJAvhwz5BdB581oNranQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRkGjkq1YxoHKYH6GAAxAe0e2fv1egHwhKWcG_IrIUh9Q&oe=68927247&_nc_sid=6ff7c8,Seguir,ana_clara3h 2 posts 2 888 888 7.440 7.440 quem vive de ilusão morre de decepçao🗣,0,0,0,https://www.threads.com/@ana_clara3h?xmt=AQF0NgFBA_UDt1vhyYmvCSBanUD0u5l5Tov0G1ksKmNteLE,False,Pública,0,,,False,0,0,0
jeon_mimy_,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/506077189_17908265586177006_159856097867755962_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NzcuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QF9TiQPugHTQmWuhsTmCRk4CNnXjSn3_3a_TBAuCsu4a8qMfs2CvN3IvFsJA4zDM32W0dsiM9wj7cbh7oAjB6bC&_nc_ohc=1SCUbM58764Q7kNvwGQlyh9&_nc_gid=KeDJAvhwz5BdB581oNranQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfSecRByjkPU3nXOm2X2My7fQjbXuL-gftDoI6pFdIVZKw&oe=68928B18&_nc_sid=6ff7c8,Seguir,,0,0,0,,False,Erro de carregamento,0,,,False,0,0,0
grazielleliza,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/349040429_3335935080001619_6729613635636630447_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NjAuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QGwLwCrlOUtIVa5aAl3BpYv_ufkfDutrmssc6Cd5Pjx-Xlxgg60uzvqQuFcRXXr3CLBhC0kYmQLrDdb9KxwZorY&_nc_ohc=afeMu_JZMtgQ7kNvwFZZgB8&_nc_gid=2uZPZwB1XItE2P-NG7kXZw&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQ8hN7HCoUDacOY9qDxdQzsybsC7SS_vj_Q_DMLdxeR5g&oe=68927E79&_nc_sid=6ff7c8,Seguir,grazielleliza Grazielle Liza 158 posts 158 519 519 1.556 1.556,0,0,0,,False,Pública,0,,,False,0,0,0
millymoraes29,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/288873638_1395488557526768_2750611193198926743_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NTcuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGwLwCrlOUtIVa5aAl3BpYv_ufkfDutrmssc6Cd5Pjx-Xlxgg60uzvqQuFcRXXr3CLBhC0kYmQLrDdb9KxwZorY&_nc_ohc=jCNbpN3YoEwQ7kNvwG4IBqt&_nc_gid=2uZPZwB1XItE2P-NG7kXZw&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQXYPXKRC5lCMX0MZUDlz4XnRy-qQJklj28EvRPfGeEKw&oe=68928387&_nc_sid=6ff7c8,Seguir,"millymoraes29 Milly Moraes 12 posts 12 312 312 321 321 Engenharia Civil 👷🏻‍♀️❤️ Tec. Em Edificações 👷🏻‍♀️🧱 Te quero livre, já que tudo oq vai volta 🎶❤️ Isabela Status Destaques Momentos",,,,,False,Pública,0,,,False,0,0,0
nayara_leal,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/332374608_121602460678439_1370812391239372523_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QGwLwCrlOUtIVa5aAl3BpYv_ufkfDutrmssc6Cd5Pjx-Xlxgg60uzvqQuFcRXXr3CLBhC0kYmQLrDdb9KxwZorY&_nc_ohc=tSIpQE35Z0gQ7kNvwGfCabH&_nc_gid=2uZPZwB1XItE2P-NG7kXZw&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQ2fiXbf3FyroQibXf7oAMEDTArSteZ6DjNrHST-V8HPg&oe=68926EA2&_nc_sid=6ff7c8,Seguir,nayara_leal Nayara Leal 54 posts 54 642 642 1.043 1.043 “Tenho medos bobos e coragens absurdas.” (Clarice Linspector) Família💞 Bacharel em Administração🎓 MBA Gestão... mais “Tenho medos bobos e coragens absurdas.” (Clarice Linspector) Família💞 Bacharel em Administração🎓 MBA Gestão ... mais mais,0,0,0,,False,Pública,0,,,False,0,0,0
mirelyveloso,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/519444393_17885619504313461_341137725061823899_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QGwLwCrlOUtIVa5aAl3BpYv_ufkfDutrmssc6Cd5Pjx-Xlxgg60uzvqQuFcRXXr3CLBhC0kYmQLrDdb9KxwZorY&_nc_ohc=5Y-GmsYkaRIQ7kNvwEjwoFR&_nc_gid=2uZPZwB1XItE2P-NG7kXZw&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfTWv3ap3uSAn1r26W8RSvKAjZLTvQWk50GkVZX0SgXtLA&oe=689270A6&_nc_sid=6ff7c8,Seguir,mirelyveloso Mirely Veloso 11 posts 11 606 606 3.665 3.665 ✨ M✨ Ísis e Isaac💜💚 Meu amor🤎💍 Jesus..🙏🔥,0,0,0,https://www.threads.com/@mirelyveloso?xmt=AQF0KzAKAt-LM0bJrdlxvWOG8DDNjoJzNyF9cx5HT2m2UwQ,False,Pública,0,,,False,0,0,0
guyju_,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/322666415_1576117482835635_1951618127486131877_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NTAuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QGwLwCrlOUtIVa5aAl3BpYv_ufkfDutrmssc6Cd5Pjx-Xlxgg60uzvqQuFcRXXr3CLBhC0kYmQLrDdb9KxwZorY&_nc_ohc=p4cYY5LsyvcQ7kNvwH6Rsjw&_nc_gid=2uZPZwB1XItE2P-NG7kXZw&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQcCcsjmJP1MJppPLy3dq9mLfG1aljQYMP06i6VoSP6xw&oe=68925E3D&_nc_sid=6ff7c8,Seguir,guyju_ Stella Evelize Fortunato 0 posts 0 108 108 1.194 1.194 Produto/serviço,0,0,0,,False,Pública,0,,,False,0,0,0
bibiasilva_,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/523021688_17903596038209620_2770056566634589253_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGwLwCrlOUtIVa5aAl3BpYv_ufkfDutrmssc6Cd5Pjx-Xlxgg60uzvqQuFcRXXr3CLBhC0kYmQLrDdb9KxwZorY&_nc_ohc=QPOicyRKvq0Q7kNvwFFZfja&_nc_gid=2uZPZwB1XItE2P-NG7kXZw&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRIWyEqBsQs14PUnR6CqJfa7tGi4iM65MkVNZhacWl07w&oe=68928957&_nc_sid=6ff7c8,Seguir,,0,0,0,,False,Erro de carregamento,0,,,False,0,0,0
jc.ferreira96_,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/469737696_1306430920712885_7690731812509880081_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QGwLwCrlOUtIVa5aAl3BpYv_ufkfDutrmssc6Cd5Pjx-Xlxgg60uzvqQuFcRXXr3CLBhC0kYmQLrDdb9KxwZorY&_nc_ohc=2a6URtM5eXEQ7kNvwGDpUa7&_nc_gid=2uZPZwB1XItE2P-NG7kXZw&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRAayhzuIALBRMxwRsjFah8XJcGY-ido9sXZIhJY8ze3w&oe=68926A84&_nc_sid=6ff7c8,Seguir,jc.ferreira96_ José C. 0 posts 0 1.139 1.139 1.026 1.026 ... mais mais BA ☀️ 🎒🇦🇷🇵🇾 Foz 🏞️ The Town 2023 Rolezin 🕺🏽 Cagibrejas 🍻 ❤️ Farraial 2022 🦁 SP 📸 SC 🏖️ RJ ⛱️,0,0,0,,False,Pública,0,,,False,0,0,0
